interface_area	number_of_contacts	number_of_screens	uniprot_ac_a	uniprot_ac_b
465.020629883	25	0	P49023	Q9BUL8
369.19378662099996	22	0	P49023	Q9BX66
691.6625976560001	39	0	P49720	P49721
1162.96484375	65	0	P49736	P62805
967.5632324219999	54	0	P49736	P68431
839.6127929689999	52	0	P49736	P84243
800.1452636719999	49	0	P49736	Q71DI3
1674.37646484	104	0	P49768	Q96BI3
1227.57714844	64	0	P49770	Q13144
423.396972656	20	0	P49770	Q14232
147.111328125	5	0	P49848	Q6P1X5
469.157897949	30	0	P51449	Q15788
566.366210938	26	0	P51665	P55036
173.189453125	9	0	P51665	P62333
361.912109375	15	0	P51665	Q15008
430.706542969	21	0	P51668	Q8WY64
1439.5703125	97	0	P52292	Q09161
370.495147705	31	0	P52597	Q9GZZ1
117.22680664100001	6	0	P52952	Q99593
687.8491210939999	41	0	P53365	P63000
225.439697266	10	0	P53803	P62875
745.732299805	41	0	P53990	Q8N0X7
540.396850586	31	0	P53990	Q9NP79
897.567810059	60	0	P54274	Q9BSI4
921.9086914060001	46	0	P54274	Q9UKT5
479.30786132800006	29	0	P55036	P62979
572.375305176	34	0	P55055	Q15788
665.347839355	45	0	P55072	Q8TEB9
660.138000488	44	0	P55072	Q92890
704.6928710939999	42	0	P55072	Q9BQE4
724.34765625	51	0	P55072	Q9BUN8
836.0769042969999	49	0	P55072	Q9UNN5
646.0739746090001	31	0	P55081	Q8NAV1
567.081054688	40	0	P55197	P68431
513.362915039	14	0	P55201	P62805
648.689147949	26	0	P55201	P68431
844.911132812	41	0	P55201	Q71DI3
667.2854003909999	41	0	P55210	P98170
530.138183594	31	0	P55769	Q8WWY3
1134.90209961	66	0	P55854	Q9HC62
1017.9777832000001	73	0	P55854	Q9P0U3
802.110351562	45	0	P55957	Q07812
1036.02392578	64	0	P55957	Q07817
1136.45898438	51	0	P55957	Q07820
970.5886230469999	60	0	P55957	Q16548
1653.26855469	54	0	P55957	Q16611
1175.57250977	64	0	P55957	Q92843
698.4246826169999	35	0	P56524	P61981
798.942382812	47	0	P56524	Q9H9E1
174.432373047	9	0	P60006	Q13042
589.2165527340001	35	0	P60006	Q9UJX2
427.05566406199995	18	0	P60228	Q99613
353.32324218800005	23	0	P60228	Q9Y262
952.615478516	74	0	P60709	Q08043
120.43334960899999	7	0	P60763	Q13153
1355.61206055	76	0	P60880	P63027
346.677978516	16	0	P60880	Q16623
498.07208252	29	0	P60880	Q8IUH5
1108.14575195	50	0	P60896	Q15008
251.658203125	14	0	P60900	P62333
663.40447998	43	0	P60903	Q09666
2173.18798828	139	0	P60953	Q07912
1027.60888672	58	0	P60953	Q07960
1414.15112305	84	0	P60953	Q13153
1031.8984375	69	0	P60953	Q9NQU5
1225.97595215	79	0	P60953	Q9UQB8
363.08715820300006	14	0	P61077	P62987
899.1555175780001	61	0	P61081	Q8TBC4
826.9503173830001	35	0	P61081	Q96GG9
237.640869141	15	0	P61086	P63165
579.857421875	26	0	P61201	Q7L5N1
657.90625	36	0	P61201	Q92905
526.836914062	27	0	P61201	Q9BT78
1104.07275391	66	0	P61586	Q07960
858.4992675780001	49	0	P61586	Q16512
1808.74267578	100	0	P61586	Q7Z628
645.8967285159999	33	0	P61586	Q8N1W1
599.0227050780001	29	0	P61587	P63104
703.789611816	39	0	P61956	Q6VMQ6
721.623168945	33	0	P61956	Q96RL1
1134.90209961	66	0	P61956	Q9HC62
1368.13256836	108	0	P61960	Q9GZZ9
905.356140137	33	0	P61964	P68431
473.28417968800005	28	0	P61964	Q15291
392.101806641	32	0	P61970	P62826
1816.56933594	94	0	P62191	P62195
145.06640625	9	0	P62191	P62333
116.162109375	6	0	P62191	Q15008
813.952148438	45	0	P62195	Q15008
1128.68701172	61	0	P62263	P62854
1021.77832031	49	0	P62263	Q9NRX1
660.065429688	33	0	P62266	Q2NL82
311.379882812	17	0	P62266	Q96GA3
197.844726562	8	0	P62266	Q9BVS4
854.2109375	49	0	P62308	P62318
930.110351562	67	0	P62314	P62316
624.866699219	38	0	P62491	Q96QF0
495.040771484	32	0	P62508	Q15788
2552.55249023	151	0	P62805	P68431
2013.11694336	118	0	P62805	P84243
1411.46289062	41	0	P62805	Q12888
2479.32348633	153	0	P62805	Q16695
2483.35742188	156	0	P62805	Q6NXT2
2514.15258789	158	0	P62805	Q71DI3
452.866088867	35	0	P62805	Q86UY6
816.759155273	30	0	P62805	Q9H8M2
1668.90698242	91	0	P62805	Q9UER7
108.631347656	6	0	P62826	P63241
1948.4609375	105	0	P62826	Q9Y5L0
623.944824219	34	0	P62837	Q13191
1537.0859375	83	0	P62837	Q96BH1
435.23706054699994	27	0	P62837	Q96CA5
1259.67236328	70	0	P62837	Q96PU5
510.54199218800005	30	0	P62837	Q9H0F5
171.748535156	8	0	P62854	P62857
181.869873047	7	0	P62857	Q9NRX1
732.0280761719999	43	0	P62857	Q9ULX3
1248.48388672	76	0	P62873	P63096
2273.18261719	140	0	P62877	Q93034
428.377807617	28	0	P62979	P68431
537.529785156	32	0	P62979	Q13137
594.1813964840001	27	0	P62979	Q2NL82
553.909667969	34	0	P62979	Q8IYW5
900.098022461	59	0	P62979	Q9UNA4
687.7573242189999	45	0	P62987	Q12888
537.529785156	32	0	P62987	Q13137
422.65893554699994	22	0	P62987	Q13351
734.7354736330001	47	0	P62987	Q6NZ36
212.072021484	11	0	P62987	Q7Z434
1189.26123047	78	0	P62987	Q93009
1070.39575195	65	0	P62987	Q96PU5
821.833984375	61	0	P62987	Q9H0M0
1739.84326172	130	0	P62987	Q9UK80
1140.32641602	43	0	P63000	Q16512
1801.92529297	109	0	P63000	Q92608
581.8764038090001	28	0	P63104	P68431
856.1325073239999	42	0	P63104	Q07889
530.0578613280001	25	0	P63104	Q9P0N9
806.53894043	40	0	P63104	Q9UQC2
602.104797363	30	0	P63104	Q9Y3M2
898.083374023	57	0	P63146	Q9NS91
867.6706542969999	56	0	P63165	Q9HC62
254.447265625	14	0	P63165	Q9UBE0
663.5390625	41	0	P63165	Q9UER7
1589.74804688	90	0	P63208	Q9UKT7
1576.72998047	107	0	P63208	Q9Y297
170.60546875	5	0	P63244	Q9ULX3
1393.98144531	76	0	P67775	Q15257
662.115234375	31	0	P67775	Q9Y5P8
802.0043945310001	48	0	P68036	Q05086
945.8051757810001	52	0	P68036	Q9H0M0
282.647216797	22	0	P68431	P83916
652.2551269530001	23	0	P68431	Q03111
662.7707519530001	34	0	P68431	Q13185
1086.78076172	40	0	P68431	Q14149
1324.73925781	54	0	P68431	Q15047
716.654663086	26	0	P68431	Q15059
613.428710938	39	0	P68431	Q15910
805.8895263669999	48	0	P68431	Q504Y3
1253.78295898	37	0	P68431	Q5T6S3
980.233764648	54	0	P68431	Q6B0I6
889.660522461	50	0	P68431	Q96KQ7
894.543334961	42	0	P68431	Q9UNL4
903.280273438	53	0	P68431	Q9Y294
597.50604248	34	0	P68431	Q9Y6K1
820.017578125	44	0	P69905	Q9NZD4
1117.38134766	64	0	P78324	Q08722
522.026367188	31	0	P78560	Q9HB75
180.41015625	10	0	P83876	Q8WWY3
570.5390625	38	0	P83916	Q7Z589
1381.51269531	72	0	P84022	Q13485
676.6516113280001	23	0	P84022	Q96PU5
771.510742188	37	0	P84243	Q14149
129.39544677700002	5	0	P84243	Q49A26
661.727600098	31	0	P84243	Q504Y3
623.017700195	26	0	P84243	Q8IZD2
602.0421142580001	41	0	P84243	Q9Y6K1
815.9008789060001	50	0	P98170	Q15750
515.381835938	27	0	P98170	Q9NR28
1956.59814453	120	0	Q01658	Q14919
820.788818359	36	0	Q06124	Q9H3M7
424.36486816400003	23	0	Q06455	Q99081
979.4133300780001	55	0	Q07812	Q07817
891.049438477	51	0	Q07812	Q07820
974.0112304689999	59	0	Q07817	Q14457
881.564819336	53	0	Q07817	Q9Y5Z4
584.246276855	34	0	Q07869	Q15788
2380.1015625	101	0	Q07955	Q9Y5L0
825.3989257810001	41	0	Q09028	Q9H165
631.6278076169999	35	0	Q09028	Q9HAZ2
924.213867188	59	0	Q0VGL1	Q6IAA8
212.07958984400003	10	0	Q0VGL1	Q9UHA4
109.141113281	7	0	Q10567	Q96PC3
645.7932128909999	42	0	Q12824	Q92922
651.139648438	36	0	Q12888	Q9BRJ7
747.7565917969999	49	0	Q12974	Q8NE01
123.52807617200001	10	0	Q13042	Q96DE5
636.4890136719999	38	0	Q13042	Q9BS18
285.26953125	13	0	Q13042	Q9UJX2
533.702636719	23	0	Q13084	Q8IXM3
381.76660156199995	17	0	Q13084	Q8TAE8
1379.34326172	84	0	Q13084	Q9BYD2
622.612304688	31	0	Q13098	Q7L5N1
2108.20410156	115	0	Q13098	Q9UNS2
705.3132324219999	45	0	Q13133	Q15788
223.73046875	8	0	Q13144	Q9UI10
89.2573242188	5	0	Q13185	Q96KQ7
702.509521484	33	0	Q13188	Q8WWW0
723.9149169919999	34	0	Q13188	Q9H8S9
304.232421875	13	0	Q13257	Q15645
497.946472168	33	0	Q13285	Q9UBK2
1478.11669922	75	0	Q13409	Q14204
910.8491210939999	47	0	Q13409	Q9NP97
321.864257812	12	0	Q13426	Q15691
1454.99658203	68	0	Q13485	Q15796
337.92648315400004	26	0	Q13490	Q9NR28
565.611328125	17	0	Q13526	Q15796
225.637695312	7	0	Q13573	Q99459
706.069335938	51	0	Q13573	Q9NW64
937.062744141	51	0	Q13617	Q15369
1477.33984375	93	0	Q13618	Q9NVR0
494.30987548800005	27	0	Q13698	Q6ZMT1
974.103515625	59	0	Q13794	Q16548
955.9575195310001	62	0	Q13868	Q15024
1072.81689453	72	0	Q13868	Q9NPD3
153.499511719	8	0	Q13951	Q15369
726.5903320310001	43	0	Q14141	Q15019
511.851257324	39	0	Q14145	Q16236
564.838378906	30	0	Q14232	Q9UI10
772.2078857419999	33	0	Q14596	Q9H0R8
636.784179688	32	0	Q15020	Q9Y4E8
929.0703125	49	0	Q15024	Q9NPD3
443.96606445300006	23	0	Q15109	Q99584
491.93127441400003	37	0	Q15276	Q9NZ52
660.1184082030001	32	0	Q15276	Q9UJ41
498.193115234	27	0	Q15276	Q9UJY5
923.2199707030001	58	0	Q15369	Q8WXH5
647.857421875	30	0	Q15369	Q93034
796.6652832030001	47	0	Q15369	Q96DX5
199.138671875	12	0	Q15370	Q8WXH5
203.829345703	11	0	Q15370	Q96DX5
1594.10021973	98	0	Q15543	Q15544
525.1955566409999	33	0	Q15788	Q92731
583.8894042969999	37	0	Q15788	Q96RI1
1376.17578125	74	0	Q16540	Q8IXM3
322.122070312	13	0	Q16595	Q9H1K1
860.439453125	50	0	Q2NL82	Q96GA3
156.6484375	8	0	Q2NL82	Q9BVS4
777.736328125	57	0	Q495A1	Q92692
1318.45483398	77	0	Q495M9	Q9Y6N9
530.434631348	28	0	Q53EZ4	Q8IWB6
3070.14111328	212	0	Q5TBB1	Q8TDP1
1169.5592041	65	0	Q676U5	Q9H1Y0
292.426513672	14	0	Q6IAA8	Q7L523
301.364746094	16	0	Q6IAA8	Q9UHA4
635.1115722659999	36	0	Q6IAA8	Q9Y2Q5
1126.86669922	53	0	Q6P1K2	Q9H410
502.142272949	29	0	Q71DI3	Q8TF76
914.847900391	51	0	Q71DI3	Q9Y294
634.524414062	42	0	Q7L523	Q9Y2Q5
3803.06835938	210	0	Q7L5N1	Q92905
319.072753906	12	0	Q7L5N1	Q99627
1021.66796875	55	0	Q7L5N1	Q9UNS2
450.44012451199995	31	0	Q7Z434	Q9Y4K3
600.322875977	41	0	Q7Z6B0	Q9UJY5
2199.69873047	128	0	Q86SE9	Q99496
545.6004638669999	27	0	Q86VS8	Q9Y6G9
442.633300781	24	0	Q8IX90	Q8WVK7
1135.61865234	62	0	Q8IYD8	Q8N2Z9
180.465820312	13	0	Q8N1F7	Q9BVL2
208.35986328099997	6	0	Q8NAV1	Q96NC0
147.584655762	9	0	Q8NCN4	Q93009
1011.92285156	64	0	Q8TAE8	Q9P015
967.8325195310001	68	0	Q8TBC4	Q969M7
1569.78759766	76	0	Q8WUW1	Q92558
1108.07080078	54	0	Q8WUW1	Q9NYB9
1540.90625	67	0	Q8WVK7	Q96BD8
1912.55664062	112	0	Q92558	Q9NYB9
699.937133789	40	0	Q92609	Q9UBQ0
543.0889892580001	35	0	Q92673	Q9UJY5
396.944458008	27	0	Q92731	Q9HCD5
442.943359375	24	0	Q92905	Q99627
548.712890625	30	0	Q92905	Q9BT78
344.17474365199996	26	0	Q93009	Q9BTE3
2545.77099609	154	0	Q96AP0	Q9NUX5
862.5383300780001	47	0	Q96AX1	Q9H269
1110.46923828	74	0	Q96BZ9	Q9H0U4
377.69274902300003	27	0	Q96CA5	Q9NR28
883.3491210939999	36	0	Q96CV9	Q9GZQ8
118.725097656	6	0	Q96DV4	Q9NQ50
1070.11328125	61	0	Q96DV4	Q9NZE8
249.754882812	12	0	Q96DV4	Q9P015
1812.47900391	114	0	Q96DV4	Q9P0M9
719.34362793	42	0	Q96FZ7	Q9UN37
527.79296875	25	0	Q96GA3	Q9BVS4
300.964202881	26	0	Q96P09	Q9NR28
1611.99462891	84	0	Q96QT6	Q9UBU8
534.8464355469999	29	0	Q96RI1	Q9UBK2
512.3116455080001	32	0	Q99523	Q9UJY5
480.293457031	27	0	Q9BQC6	Q9P015
187.005859375	9	0	Q9BRT9	Q9BRX5
1480.61083984	88	0	Q9BRX5	Q9Y248
622.6356201169999	40	0	Q9BSQ5	Q9BUL8
490.401794434	26	0	Q9BY43	Q9H3S7
1014.69873047	58	0	Q9BYC8	Q9NRX2
575.7736816409999	28	0	Q9C086	Q9Y230
978.017822266	59	0	Q9C086	Q9Y265
1270.39892578	53	0	Q9H081	Q9H410
1063.32373047	64	0	Q9H0U6	Q9P0M9
550.8244628909999	32	0	Q9H3S7	Q9H444
185.563476562	15	0	Q9H9F9	Q9Y265
829.951171875	46	0	Q9H9S4	Q9Y6E0
937.4069824219999	59	0	Q9HBE4	Q9HBE5
559.4880371090001	27	0	Q9HD42	Q9UN37
1680.99145508	90	0	Q9NP79	Q9NZZ3
949.114257812	57	0	Q9NQT4	Q9NQT5
562.004394531	29	0	Q9NQT5	Q9Y3B2
623.54095459	32	0	Q9NS23	Q9UER7
1745.08105469	112	0	Q9NYG5	Q9UJX6
386.232666016	24	0	Q9NYG5	Q9UKT4
1366.44628906	80	0	Q9NZE8	Q9P015
831.03125	50	0	Q9P289	Q9Y376
2444.64941406	154	0	Q9UBE0	Q9UBT2
1982.66015625	120	0	Q9UBU9	Q9UKK6
864.153320312	46	0	Q9UJW3	Q9Y6K1
580.4733886719999	26	0	Q9UJX6	Q9UKT4
1443.36132812	64	0	Q9ULG1	Q9Y230
2155.8984375	104	0	Q9ULG1	Q9Y265
