orf_id	ensembl_transcript_id	ensembl_protein_id	ensembl_gene_id	symbol
3982	ENST00000309988.8	ENSP00000310880.4	ENSG00000172005.10	MAL
3983	ENST00000367889.7	ENSP00000356864.3	ENSG00000143198.12	MGST3
3985	ENST00000333188.9	ENSP00000329419.4	ENSG00000184432.9	COPB2
3986	ENST00000352210.9	ENSP00000343943.5	ENSG00000143224.17	PPOX
3987	ENST00000354202.8	ENSP00000346142.4	ENSG00000172269.18	DPAGT1
3988	ENST00000452185.5	ENSP00000395231.1	ENSG00000106628.10	POLD2
3989	ENST00000199706.12	ENSP00000199706.7	ENSG00000086504.15	MRPL28
3990	ENST00000310118.8	ENSP00000310129.4	ENSG00000175166.16	PSMD2
3994	ENST00000357545.8	ENSP00000350153.4	ENSG00000196104.10	SPOCK3
3995	ENST00000259457.7	ENSP00000259457.3	ENSG00000136930.12	PSMB7
3996	ENST00000374980.2	ENSP00000364119.2	ENSG00000125977.6	EIF2S2
3997	ENST00000265465.7	ENSP00000265465.3	ENSG00000014138.8	POLA2
3999	ENST00000527958.5	ENSP00000435289.1	ENSG00000168092.13	PAFAH1B2
4000	ENST00000261401.7	ENSP00000261401.3	ENSG00000110880.10	CORO1C
4001	ENST00000156109.6	ENSP00000156109.5	ENSG00000068394.10	GPKOW
4002	ENST00000262776.7	ENSP00000262776.2	ENSG00000108679.12	LGALS3BP
4003	ENST00000336984.6	ENSP00000337463.6	ENSG00000204310.12	AGPAT1
4004	ENST00000301838.4	ENSP00000301838.4	ENSG00000168040.4	FADD
4005	ENST00000377961.2	ENSP00000367197.2	ENSG00000079689.13	SCGN
4007	ENST00000254108.11	ENSP00000254108.7	ENSG00000089280.18	FUS
4008	ENST00000585671.2	ENSP00000466420.1	ENSG00000127540.11	UQCR11
4008	ENST00000585937.1	ENSP00000468614.1	ENSG00000267059.2	AC005943.1
4010	ENST00000217173.6	ENSP00000217173.2	ENSG00000185019.16	UBOX5
4011	ENST00000394673.6	ENSP00000378168.2	ENSG00000010244.18	ZNF207
4012	ENST00000391857.8	ENSP00000375730.4	ENSG00000142541.16	RPL13A
4013	ENST00000299166.8	ENSP00000299166.4	ENSG00000166136.15	NDUFB8
4014	ENST00000326828.5	ENSP00000315602.5	ENSG00000080644.15	CHRNA3
4015	ENST00000252506.10	ENSP00000252506.6	ENSG00000130222.10	GADD45G
4018	ENST00000261303.12	ENSP00000261303.8	ENSG00000100764.13	PSMC1
4019	ENST00000257904.10	ENSP00000257904.5	ENSG00000135446.16	CDK4
4020	ENST00000328354.10	ENSP00000329178.6	ENSG00000183765.20	CHEK2
4021	ENST00000264220.6	ENSP00000264220.2	ENSG00000128059.8	PPAT
4022	ENST00000305784.6	ENSP00000304802.2	ENSG00000168393.12	DTYMK
4024	ENST00000243706.8	ENSP00000243706.4	ENSG00000214367.7	HAUS3
4026	ENST00000271526.8	ENSP00000271526.4	ENSG00000143294.14	PRCC
4027	ENST00000301761.6	ENSP00000301761.2	ENSG00000167985.6	SDHAF2
4029	ENST00000602198.5	ENSP00000472308.1	ENSG00000131126.18	TEX101
4030	ENST00000580301.5	ENSP00000462019.1	ENSG00000109065.11	NAT9
4032	ENST00000530167.1	ENSP00000434024.1	ENSG00000188486.3	H2AFX
4036	ENST00000407270.7	ENSP00000385045.3	ENSG00000057935.13	MTA3
4037	ENST00000260227.4	ENSP00000260227.4	ENSG00000137673.8	MMP7
4038	ENST00000324379.9	ENSP00000312769.5	ENSG00000084072.16	PPIE
4040	ENST00000373241.8	ENSP00000362338.4	ENSG00000079332.14	SAR1A
4042	ENST00000371486.3	ENSP00000360541.3	ENSG00000157184.6	CPT2
4043	ENST00000366777.3	ENSP00000355739.3	ENSG00000163050.16	COQ8A
4044	ENST00000420843.6	ENSP00000409581.2	ENSG00000137486.16	ARRB1
4045	ENST00000372642.4	ENSP00000361725.4	ENSG00000167136.6	ENDOG
4046	ENST00000268125.9	ENSP00000268125.5	ENSG00000140522.11	RLBP1
4047	ENST00000417545.4	ENSP00000402414.2	ENSG00000150244.11	TRIM48
4050	ENST00000308588.9	ENSP00000309831.5	ENSG00000169371.13	SNUPN
4051	ENST00000226004.7	ENSP00000226004.2	ENSG00000108861.8	DUSP3
4052	ENST00000350697.7	ENSP00000312122.4	ENSG00000157020.17	SEC13
4053	ENST00000317702.9	ENSP00000318697.4	ENSG00000176014.12	TUBB6
4054	ENST00000372829.7	ENSP00000361917.3	ENSG00000126947.12	ARMCX1
4055	ENST00000244766.6	ENSP00000244766.2	ENSG00000124785.8	NRN1
4057	ENST00000240100.6	ENSP00000240100.2	ENSG00000120875.8	DUSP4
4058	ENST00000391713.5	ENSP00000375593.1	ENSG00000131848.9	ZSCAN5A
4059	ENST00000370473.4	ENSP00000359504.4	ENSG00000117228.9	GBP1
4060	ENST00000355836.9	ENSP00000348093.5	ENSG00000197451.11	HNRNPAB
4061	ENST00000590720.5	ENSP00000466794.1	ENSG00000131467.10	PSME3
4062	ENST00000619236.1	ENSP00000477619.1	ENSG00000123560.13	PLP1
4063	ENST00000381524.8	ENSP00000370935.3	ENSG00000198223.16	CSF2RA
4065	ENST00000605159.5	ENSP00000474485.1	ENSG00000156345.17	CDK20
4066	ENST00000281938.6	ENSP00000281938.2	ENSG00000152137.6	HSPB8
4067	ENST00000373842.8	ENSP00000362948.4	ENSG00000130772.13	MED18
4068	ENST00000155926.8	ENSP00000155926.4	ENSG00000071575.11	TRIB2
4069	ENST00000298510.3	ENSP00000298510.2	ENSG00000165672.6	PRDX3
4071	ENST00000481195.5	ENSP00000418447.1	ENSG00000113575.9	PPP2CA
4072	ENST00000247003.8	ENSP00000247003.3	ENSG00000105671.11	DDX49
4073	ENST00000368567.4	ENSP00000357555.4	ENSG00000177954.11	RPS27
4074	ENST00000546954.1	ENSP00000449795.1	ENSG00000170855.3	TRIAP1
4075	ENST00000397353.6	ENSP00000380511.2	ENSG00000063854.12	HAGH
4077	ENST00000414487.6	ENSP00000400591.2	ENSG00000182004.12	SNRPE
4079	ENST00000388968.7	ENSP00000373620.3	ENSG00000144381.16	HSPD1
4080	ENST00000343677.3	ENSP00000339566.2	ENSG00000187837.3	HIST1H1C
4081	ENST00000392811.6	ENSP00000376558.2	ENSG00000082014.16	SMARCD3
4085	ENST00000296122.10	ENSP00000296122.6	ENSG00000213639.9	PPP1CB
4086	ENST00000222573.4	ENSP00000222573.3	ENSG00000105855.9	ITGB8
4087	ENST00000328434.7	ENSP00000354762.5	ENSG00000183978.7	COA3
4088	ENST00000357896.7	ENSP00000350570.3	ENSG00000109083.13	IFT20
4089	ENST00000591090.5	ENSP00000466379.1	ENSG00000198356.11	ASNA1
4090	ENST00000343245.7	ENSP00000343313.3	ENSG00000057663.14	ATG5
4091	ENST00000259365.8	ENSP00000259365.3	ENSG00000136842.13	TMOD1
4092	ENST00000306442.4	ENSP00000303057.4	ENSG00000168938.5	PPIC
4093	ENST00000615136.4	ENSP00000483299.1	ENSG00000271447.5	MMP28
4094	ENST00000331817.5	ENSP00000329243.5	ENSG00000135480.15	KRT7
4095	ENST00000394650.6	ENSP00000378145.4	ENSG00000005059.15	MCUB
4096	ENST00000084798.8	ENSP00000084798.3	ENSG00000063180.8	CA11
4097	ENST00000357949.4	ENSP00000350633.4	ENSG00000197019.4	SERTAD1
4098	ENST00000566488.1	ENSP00000455497.1	ENSG00000166454.9	ATMIN
4099	ENST00000367322.5	ENSP00000356291.1	ENSG00000118194.18	TNNT2
4101	ENST00000368985.7	ENSP00000357981.3	ENSG00000163131.10	CTSS
4102	ENST00000372921.9	ENSP00000362012.4	ENSG00000138279.15	ANXA7
4105	ENST00000254043.7	ENSP00000254043.3	ENSG00000171346.15	KRT15
4107	ENST00000316052.5	ENSP00000315476.4	ENSG00000178896.8	EXOSC4
4108	ENST00000338625.8	ENSP00000342267.4	ENSG00000102743.14	SLC25A15
4109	ENST00000336418.8	ENSP00000338777.4	ENSG00000157823.16	AP3S2
4110	ENST00000355716.4	ENSP00000347948.4	ENSG00000157873.17	TNFRSF14
4111	ENST00000373703.4	ENSP00000362807.4	ENSG00000162517.12	PEF1
4112	ENST00000221922.10	ENSP00000221922.5	ENSG00000105321.12	CCDC9
4113	ENST00000223167.4	ENSP00000223167.4	ENSG00000106436.4	MYL10
4114	ENST00000440284.6	ENSP00000394565.2	ENSG00000005187.11	ACSM3
4115	ENST00000382264.7	ENSP00000371699.3	ENSG00000159110.19	IFNAR2
4117	ENST00000396981.6	ENSP00000380178.2	ENSG00000132388.12	UBE2G1
4118	ENST00000373795.6	ENSP00000362900.4	ENSG00000116350.16	SRSF4
4119	ENST00000264824.4	ENSP00000264824.3	ENSG00000104903.4	LYL1
4120	ENST00000602404.5	ENSP00000473461.1	ENSG00000184983.9	NDUFA6
4121	ENST00000367749.3	ENSP00000356723.3	ENSG00000076258.9	FMO4
4123	ENST00000340093.7	ENSP00000339328.3	ENSG00000011422.11	PLAUR
4124	ENST00000335756.8	ENSP00000336868.4	ENSG00000115163.14	CENPA
4126	ENST00000392322.7	ENSP00000376136.3	ENSG00000115415.18	STAT1
4127	ENST00000281043.3	ENSP00000281043.3	ENSG00000134323.11	MYCN
4128	ENST00000355704.7	ENSP00000347932.3	ENSG00000054611.13	TBC1D22A
4129	ENST00000374897.2	ENSP00000364032.2	ENSG00000204267.13	TAP2
4130	ENST00000216085.11	ENSP00000216085.7	ENSG00000100263.13	RHBDD3
4131	ENST00000535366.5	ENSP00000437402.1	ENSG00000111674.8	ENO2
4132	ENST00000296446.12	ENSP00000296446.8	ENSG00000114302.15	PRKAR2A
4133	ENST00000406256.7	ENSP00000384363.3	ENSG00000102886.14	GDPD3
4134	ENST00000396627.6	ENSP00000379868.2	ENSG00000170291.14	ELP5
4136	ENST00000336509.8	ENSP00000337240.3	ENSG00000092931.11	MFSD11
4137	ENST00000316509.10	ENSP00000314214.6	ENSG00000220205.8	VAMP2
4138	ENST00000436066.3	ENSP00000389787.2	ENSG00000166289.5	PLEKHF1
4139	ENST00000526005.5	ENSP00000433340.1	ENSG00000123444.13	KBTBD4
4140	ENST00000393427.6	ENSP00000377078.2	ENSG00000087884.14	AAMDC
4142	ENST00000392533.7	ENSP00000376317.3	ENSG00000135090.13	TAOK3
4143	ENST00000290902.9	ENSP00000290902.5	ENSG00000159674.11	SPON2
4144	ENST00000337400.6	ENSP00000337063.2	ENSG00000112033.13	PPARD
4146	ENST00000411638.6	ENSP00000399165.1	ENSG00000185049.14	NELFA
4147	ENST00000616661.4	ENSP00000480439.1	ENSG00000162496.8	DHRS3
4148	ENST00000330233.11	ENSP00000332449.7	ENSG00000213145.9	CRIP1
4148	ENST00000477724.6	ENSP00000455329.1	ENSG00000257341.5	AL928654.4
4149	ENST00000611337.4	ENSP00000477603.1	ENSG00000278535.4	DHRS11
4150	ENST00000326577.8	ENSP00000326737.4	ENSG00000006327.13	TNFRSF12A
4152	ENST00000307921.7	ENSP00000310015.3	ENSG00000065457.10	ADAT1
4154	ENST00000230895.10	ENSP00000230895.6	ENSG00000112977.15	DAP
4156	ENST00000312184.5	ENSP00000312599.5	ENSG00000175606.10	TMEM70
4157	ENST00000490721.5	ENSP00000419187.1	ENSG00000078487.17	ZCWPW1
4158	ENST00000309958.7	ENSP00000311746.2	ENSG00000129451.11	KLK10
4160	ENST00000261868.9	ENSP00000261868.5	ENSG00000104131.12	EIF3J
4161	ENST00000339987.7	ENSP00000342935.3	ENSG00000125775.14	SDCBP2
4162	ENST00000537328.5	ENSP00000443216.1	ENSG00000134825.15	TMEM258
4163	ENST00000219207.9	ENSP00000219207.5	ENSG00000102934.9	PLLP
4165	ENST00000205636.3	ENSP00000205636.3	ENSG00000091317.7	CMTM6
4166	ENST00000289473.8	ENSP00000289473.4	ENSG00000158517.13	NCF1
4167	ENST00000257637.7	ENSP00000257637.3	ENSG00000135185.11	TMEM243
4168	ENST00000370272.8	ENSP00000359295.3	ENSG00000117505.12	DR1
4169	ENST00000359114.8	ENSP00000352021.4	ENSG00000273899.4	NOL12
4171	ENST00000368761.9	ENSP00000357750.5	ENSG00000056972.18	TRAF3IP2
4173	ENST00000272139.4	ENSP00000272139.4	ENSG00000143793.12	C1orf35
4174	ENST00000397147.6	ENSP00000380334.4	ENSG00000100365.14	NCF4
4175	ENST00000534668.5	ENSP00000433277.1	ENSG00000156738.17	MS4A1
4176	ENST00000427575.5	ENSP00000398882.1	ENSG00000129932.8	DOHH
4177	ENST00000360880.6	ENSP00000354130.2	ENSG00000100146.16	SOX10
4178	ENST00000382192.7	ENSP00000371627.3	ENSG00000122386.10	ZNF205
4181	ENST00000216879.8	ENSP00000216879.4	ENSG00000088833.17	NSFL1C
4182	ENST00000264434.6	ENSP00000264434.2	ENSG00000115998.7	C2orf42
4184	ENST00000317635.5	ENSP00000319992.5	ENSG00000178307.9	TMEM11
4185	ENST00000225504.7	ENSP00000225504.3	ENSG00000213246.6	SUPT4H1
4187	ENST00000292566.3	ENSP00000292566.3	ENSG00000160993.3	ALKBH4
4188	ENST00000221315.9	ENSP00000221315.4	ENSG00000256087.6	ZNF432
4189	ENST00000306368.8	ENSP00000306906.4	ENSG00000168894.9	RNF181
4190	ENST00000397676.7	ENSP00000380793.3	ENSG00000214160.9	ALG3
4191	ENST00000402673.6	ENSP00000385432.2	ENSG00000152700.13	SAR1B
4192	ENST00000336777.9	ENSP00000338796.5	ENSG00000241476.8	SSX2
4192	ENST00000612490.1	ENSP00000477922.1	ENSG00000268447.5	SSX2B
4193	ENST00000290354.5	ENSP00000290354.5	ENSG00000159231.5	CBR3
4194	ENST00000377708.6	ENSP00000366937.2	ENSG00000186470.13	BTN3A2
4195	ENST00000352131.7	ENSP00000275627.3	ENSG00000049541.10	RFC2
4196	ENST00000262061.6	ENSP00000262061.2	ENSG00000111481.9	COPZ1
4197	ENST00000573327.5	ENSP00000460487.1	ENSG00000140987.19	ZSCAN32
4200	ENST00000356840.7	ENSP00000349298.3	ENSG00000007944.14	MYLIP
4201	ENST00000361726.6	ENSP00000354900.6	ENSG00000169562.9	GJB1
4204	ENST00000221543.9	ENSP00000221543.4	ENSG00000104946.12	TBC1D17
4207	ENST00000284292.10	ENSP00000284292.5	ENSG00000154146.12	NRGN
4210	ENST00000434325.6	ENSP00000388565.2	ENSG00000141934.9	PLPP2
4211	ENST00000368708.7	ENSP00000357697.3	ENSG00000196754.10	S100A2
4212	ENST00000301488.7	ENSP00000301488.3	ENSG00000167797.7	CDK2AP2
4213	ENST00000310046.8	ENSP00000310471.4	ENSG00000173914.11	RBM4B
4214	ENST00000354911.8	ENSP00000346986.4	ENSG00000095787.21	WAC
4215	ENST00000331595.8	ENSP00000327336.4	ENSG00000182492.15	BGN
4216	ENST00000217456.2	ENSP00000217456.2	ENSG00000101474.11	APMAP
4218	ENST00000439583.2	ENSP00000390606.2	ENSG00000119703.13	ZC2HC1C
4223	ENST00000317012.4	ENSP00000321370.4	ENSG00000177494.5	ZBED2
4224	ENST00000340487.4	ENSP00000366527.3	ENSG00000196812.4	ZSCAN16
4225	ENST00000333651.10	ENSP00000328269.6	ENSG00000064961.18	HMG20B
4228	ENST00000273908.4	ENSP00000273908.4	ENSG00000145284.11	SCD5
4231	ENST00000409640.5	ENSP00000386354.1	ENSG00000163521.15	GLB1L
4233	ENST00000409115.7	ENSP00000386819.3	ENSG00000187514.16	PTMA
4234	ENST00000227322.7	ENSP00000227322.3	ENSG00000109917.10	ZPR1
4236	ENST00000223136.4	ENSP00000223136.4	ENSG00000214253.8	FIS1
4239	ENST00000301464.3	ENSP00000301464.3	ENSG00000167779.7	IGFBP6
4240	ENST00000340099.8	ENSP00000344277.4	ENSG00000125170.10	DOK4
4242	ENST00000579436.6	ENSP00000462099.1	ENSG00000266094.7	RASSF5
4245	ENST00000381334.9	ENSP00000370736.5	ENSG00000134851.12	TMEM165
4248	ENST00000337225.5	ENSP00000337065.5	ENSG00000145824.12	CXCL14
4249	ENST00000271628.8	ENSP00000271628.8	ENSG00000143368.9	SF3B4
4251	ENST00000331825.10	ENSP00000366525.2	ENSG00000087086.14	FTL
4252	ENST00000394936.7	ENSP00000378394.3	ENSG00000197746.13	PSAP
4255	ENST00000391759.5	ENSP00000375639.1	ENSG00000105619.13	TFPT
4257	ENST00000261741.9	ENSP00000261741.5	ENSG00000122965.10	RBM19
4258	ENST00000268099.13	ENSP00000268099.9	ENSG00000140497.16	SCAMP2
4259	ENST00000312777.9	ENSP00000324404.5	ENSG00000139437.17	TCHP
4261	ENST00000613909.4	ENSP00000485414.1	ENSG00000123243.14	ITIH5
4262	ENST00000353801.7	ENSP00000325875.3	ENSG00000096384.19	HSP90AB1
4263	ENST00000233630.10	ENSP00000233630.6	ENSG00000115289.13	PCGF1
4265	ENST00000302754.5	ENSP00000303315.4	ENSG00000171223.5	JUNB
4266	ENST00000253934.9	ENSP00000253934.5	ENSG00000131634.13	TMEM204
4267	ENST00000225740.10	ENSP00000225740.6	ENSG00000108602.17	ALDH3A1
4268	ENST00000617760.4	ENSP00000484558.1	ENSG00000132128.16	LRRC41
4270	ENST00000278968.10	ENSP00000278968.6	ENSG00000149591.16	TAGLN
4272	ENST00000257632.9	ENSP00000257632.5	ENSG00000243566.6	UPK3B
4273	ENST00000264389.6	ENSP00000264389.2	ENSG00000138663.8	COPS4
4275	ENST00000311528.9	ENSP00000307889.5	ENSG00000167526.13	RPL13
4276	ENST00000346365.8	ENSP00000344187.4	ENSG00000164978.17	NUDT2
4278	ENST00000297679.9	ENSP00000297679.5	ENSG00000099377.13	HSD3B7
4279	ENST00000269399.5	ENSP00000269399.5	ENSG00000173894.10	CBX2
4280	ENST00000288607.2	ENSP00000288607.2	ENSG00000157778.8	PSMG3
4284	ENST00000253814.5	ENSP00000253814.3	ENSG00000131507.10	NDFIP1
4285	ENST00000256969.6	ENSP00000256969.2	ENSG00000134548.9	SPX
4287	ENST00000398803.1	ENSP00000381783.1	ENSG00000119471.14	HSDL2
4289	ENST00000234420.9	ENSP00000234420.4	ENSG00000116062.14	MSH6
4297	ENST00000215742.8	ENSP00000215742.4	ENSG00000184436.11	THAP7
4298	ENST00000337929.7	ENSP00000338010.3	ENSG00000103522.15	IL21R
4299	ENST00000245812.7	ENSP00000245812.2	ENSG00000125652.7	ALKBH7
4300	ENST00000371269.7	ENSP00000360316.3	ENSG00000116133.11	DHCR24
4301	ENST00000314700.5	ENSP00000318375.1	ENSG00000165118.14	C9orf64
4302	ENST00000322813.9	ENSP00000319897.5	ENSG00000005238.19	FAM214B
4303	ENST00000289228.6	ENSP00000289228.5	ENSG00000115073.7	ACTR1B
4305	ENST00000272521.6	ENSP00000272521.6	ENSG00000144120.12	TMEM177
4306	ENST00000259006.7	ENSP00000259006.3	ENSG00000136490.8	LIMD2
4309	ENST00000249066.10	ENSP00000249066.6	ENSG00000128335.13	APOL2
4310	ENST00000244891.3	ENSP00000244891.3	ENSG00000124900.12	TRIM51
4311	ENST00000415148.6	ENSP00000389830.2	ENSG00000026508.17	CD44
4312	ENST00000279242.6	ENSP00000279242.2	ENSG00000149792.8	MRPL49
4314	ENST00000585281.5	ENSP00000462880.1	ENSG00000265190.6	ANXA8
4315	ENST00000512062.5	ENSP00000423679.1	ENSG00000103018.16	CYB5B
4316	ENST00000338513.1	ENSP00000340811.1	ENSG00000189280.3	GJB5
4318	ENST00000264001.8	ENSP00000264001.4	ENSG00000217555.12	CKLF
4319	ENST00000263372.4	ENSP00000263372.2	ENSG00000099337.4	KCNK6
4320	ENST00000374839.7	ENSP00000363972.3	ENSG00000126970.15	ZC4H2
4322	ENST00000219281.7	ENSP00000219281.3	ENSG00000103005.11	USB1
4324	ENST00000336294.9	ENSP00000338165.5	ENSG00000121775.17	TMEM39B
4325	ENST00000476873.5	ENSP00000420296.1	ENSG00000189334.8	S100A14
4327	ENST00000216802.9	ENSP00000216802.5	ENSG00000100911.15	PSME2
4332	ENST00000225174.7	ENSP00000225174.3	ENSG00000108179.13	PPIF
4333	ENST00000263856.8	ENSP00000263856.4	ENSG00000115561.15	CHMP3
4334	ENST00000240139.9	ENSP00000240139.5	ENSG00000120910.14	PPP3CC
4338	ENST00000238831.8	ENSP00000238831.3	ENSG00000119820.10	YIPF4
4339	ENST00000216484.6	ENSP00000216484.2	ENSG00000100596.6	SPTLC2
4340	ENST00000345057.8	ENSP00000341268.4	ENSG00000102871.15	TRADD
4341	ENST00000372013.7	ENSP00000361083.3	ENSG00000148671.13	ADIRF
4343	ENST00000409400.1	ENSP00000386797.1	ENSG00000136717.14	BIN1
4345	ENST00000303562.8	ENSP00000306245.4	ENSG00000170345.9	FOS
4346	ENST00000278282.2	ENSP00000278282.2	ENSG00000149021.6	SCGB1A1
4349	ENST00000376150.3	ENSP00000365320.3	ENSG00000068985.4	PAGE1
4350	ENST00000368685.5	ENSP00000357674.5	ENSG00000143553.10	SNAPIN
4351	ENST00000219479.6	ENSP00000219479.2	ENSG00000103202.12	NME4
4353	ENST00000411809.6	ENSP00000388340.2	ENSG00000113282.13	CLINT1
4354	ENST00000312234.6	ENSP00000309175.2	ENSG00000175376.8	EIF1AD
4355	ENST00000302550.15	ENSP00000306528.11	ENSG00000121644.18	DESI2
4356	ENST00000324913.9	ENSP00000325655.5	ENSG00000125611.15	CHCHD5
4358	ENST00000394547.7	ENSP00000378051.3	ENSG00000149743.13	TRPT1
4359	ENST00000502935.5	ENSP00000421566.1	ENSG00000108039.17	XPNPEP1
4360	ENST00000222402.7	ENSP00000222402.2	ENSG00000078967.12	UBE2D4
4361	ENST00000333104.8	ENSP00000328177.4	ENSG00000185247.14	MAGEA11
4362	ENST00000375464.6	ENSP00000364613.2	ENSG00000165233.17	CARD19
4363	ENST00000257548.9	ENSP00000257548.5	ENSG00000135093.12	USP30
4366	ENST00000263228.3	ENSP00000263228.3	ENSG00000107341.4	UBE2R2
4367	ENST00000337392.9	ENSP00000336994.4	ENSG00000104853.15	CLPTM1
4368	ENST00000611883.4	ENSP00000478970.1	ENSG00000277258.4	PCGF2
4369	ENST00000381685.9	ENSP00000371101.5	ENSG00000115761.15	NOL10
4372	ENST00000276914.6	ENSP00000276914.2	ENSG00000147872.9	PLIN2
4373	ENST00000249440.4	ENSP00000249440.2	ENSG00000128652.11	HOXD3
4374	ENST00000216452.8	ENSP00000216452.4	ENSG00000100564.8	PIGH
4375	ENST00000256857.6	ENSP00000256857.2	ENSG00000134443.9	GRP
4376	ENST00000349938.8	ENSP00000258417.5	ENSG00000135931.17	ARMC9
4377	ENST00000338970.10	ENSP00000345156.6	ENSG00000188846.13	RPL14
4378	ENST00000372398.5	ENSP00000361475.3	ENSG00000107130.9	NCS1
4379	ENST00000344029.6	ENSP00000339926.6	ENSG00000143502.14	SUSD4
4380	ENST00000370323.8	ENSP00000359347.4	ENSG00000124260.11	MAGEA10
4381	ENST00000376810.5	ENSP00000366006.5	ENSG00000120942.13	UBIAD1
4382	ENST00000256379.9	ENSP00000256379.5	ENSG00000133997.11	MED6
4383	ENST00000389231.9	ENSP00000373883.5	ENSG00000111667.13	USP5
4384	ENST00000358664.8	ENSP00000351490.4	ENSG00000125952.18	MAX
4385	ENST00000368830.7	ENSP00000357823.3	ENSG00000143436.10	MRPL9
4386	ENST00000306433.8	ENSP00000303088.4	ENSG00000168495.12	POLR3D
4387	ENST00000355377.6	ENSP00000347538.2	ENSG00000103528.16	SYT17
4388	ENST00000616369.4	ENSP00000482446.1	ENSG00000103091.14	WDR59
4391	ENST00000397149.3	ENSP00000380336.3	ENSG00000122692.8	SMU1
4392	ENST00000367879.8	ENSP00000356853.4	ENSG00000143179.14	UCK2
4393	ENST00000304921.9	ENSP00000339095.4	ENSG00000171863.12	RPS7
4394	ENST00000288699.10	ENSP00000288699.6	ENSG00000157851.16	DPYSL5
4395	ENST00000397111.9	ENSP00000380300.5	ENSG00000110619.17	CARS
4396	ENST00000221554.12	ENSP00000221554.7	ENSG00000104957.13	CCDC130
4397	ENST00000300557.2	ENSP00000300557.2	ENSG00000167183.2	PRR15L
4400	ENST00000263245.9	ENSP00000263245.5	ENSG00000242247.10	ARFGAP3
4401	ENST00000399208.6	ENSP00000382159.2	ENSG00000185917.13	SETD4
4402	ENST00000463345.5	ENSP00000436794.1	ENSG00000165568.17	AKR1E2
4403	ENST00000399599.7	ENSP00000382508.2	ENSG00000089486.16	CDIP1
4404	ENST00000253047.6	ENSP00000253047.5	ENSG00000130748.6	TMEM160
4406	ENST00000247970.8	ENSP00000247970.4	ENSG00000127445.13	PIN1
4407	ENST00000609199.1	ENSP00000476781.1	ENSG00000011007.12	ELOA
4409	ENST00000414284.6	ENSP00000409471.1	ENSG00000076944.15	STXBP2
4411	ENST00000375119.7	ENSP00000364260.3	ENSG00000136932.13	TRMO
4413	ENST00000311417.6	ENSP00000311221.2	ENSG00000172667.10	ZMAT3
4414	ENST00000493422.2	ENSP00000420168.1	ENSG00000244067.2	GSTA2
4416	ENST00000380834.6	ENSP00000370214.2	ENSG00000138092.10	CENPO
4417	ENST00000394797.8	ENSP00000378276.4	ENSG00000101938.14	CHRDL1
4418	ENST00000325926.3	ENSP00000314946.3	ENSG00000177519.3	RPRM
4421	ENST00000394975.2	ENSP00000378426.2	ENSG00000167397.14	VKORC1
4423	ENST00000326925.10	ENSP00000323076.5	ENSG00000178057.14	NDUFAF3
4424	ENST00000372171.4	ENSP00000361244.4	ENSG00000124688.13	MAD2L1BP
4425	ENST00000268797.11	ENSP00000268797.7	ENSG00000141098.12	GFOD2
4426	ENST00000268841.10	ENSP00000268841.6	ENSG00000108641.14	B9D1
4427	ENST00000369970.7	ENSP00000358987.3	ENSG00000121940.15	CLCC1
4428	ENST00000258711.7	ENSP00000258711.6	ENSG00000136213.9	CHST12
4429	ENST00000375599.7	ENSP00000364749.2	ENSG00000132881.11	RSG1
4430	ENST00000426013.6	ENSP00000408880.2	ENSG00000185787.14	MORF4L1
4431	ENST00000359761.7	ENSP00000352802.3	ENSG00000115935.17	WIPF1
4434	ENST00000329994.6	ENSP00000333638.2	ENSG00000185803.8	SLC52A2
4435	ENST00000374656.4	ENSP00000363787.4	ENSG00000204227.4	RING1
4436	ENST00000372164.7	ENSP00000361237.3	ENSG00000108219.14	TSPAN14
4437	ENST00000283429.10	ENSP00000283429.6	ENSG00000153406.13	NMRAL1
4438	ENST00000389709.7	ENSP00000374359.3	ENSG00000070476.14	ZXDC
4439	ENST00000359073.9	ENSP00000351974.5	ENSG00000146576.12	C7orf26
4441	ENST00000350051.7	ENSP00000324180.4	ENSG00000089685.14	BIRC5
4442	ENST00000360240.10	ENSP00000353375.6	ENSG00000047849.21	MAP4
4444	ENST00000227524.8	ENSP00000227524.4	ENSG00000110107.8	PRPF19
4445	ENST00000377507.7	ENSP00000366729.3	ENSG00000049249.8	TNFRSF9
4447	ENST00000554578.5	ENSP00000452068.1	ENSG00000185482.7	STAC3
4448	ENST00000322723.8	ENSP00000318195.4	ENSG00000115053.15	NCL
4449	ENST00000352983.6	ENSP00000339795.2	ENSG00000147604.13	RPL7
4451	ENST00000421999.7	ENSP00000410396.2	ENSG00000184220.11	CMSS1
4452	ENST00000227503.13	ENSP00000227503.9	ENSG00000168066.20	SF1
4453	ENST00000397594.5	ENSP00000380722.1	ENSG00000174775.16	HRAS
4457	ENST00000296456.9	ENSP00000296456.5	ENSG00000164062.12	APEH
4458	ENST00000314606.8	ENSP00000320309.3	ENSG00000179115.10	FARSA
4459	ENST00000278483.7	ENSP00000278483.3	ENSG00000149196.15	HIKESHI
4460	ENST00000379095.4	ENSP00000368389.3	ENSG00000182768.8	NGRN
4461	ENST00000396925.1	ENSP00000380131.1	ENSG00000184697.6	CLDN6
4464	ENST00000336458.12	ENSP00000336776.8	ENSG00000132507.17	EIF5A
